TrialNumber;bg_or;t_or;num_distractors;trial_id;trial_rep;participant;trial_type;trial_index;resp_rt;resp_corr;resp_keys;target_pos;target_size;singleton_id;singleton_pos;singleton_size;singleton_ori;lures_pos;lures_size;lures_ori;original_TrialNum;thisRepN_original;thisRepN;bg_or_original;t_or_original;num_distractors_original;ran;order
11;1;0;0;6;0;16.0;practice_freeview;11.0;5555.0;5555.0;freeview_timeup;[627.0, 188.0];[35.0, 30.0];0.0;[-295.0, 288.0];[35.0, 30.0];1.0;[];[];[];11.0;0.0;0.0;1.0;0.0;0.0;1.0;10.0
12;0;1;2;12;0;16.0;practice_freeview;12.0;5555.0;5555.0;freeview_timeup;[644.0, -57.0];[35.0, 30.0];1.0;[-468.0, 309.0];[35.0, 30.0];1.0;[[-617.0, 297.0], [479.0, 297.0]];[[35.0, 30.0], [35.0, 30.0]];[1, 0];24.0;0.0;0.0;0.0;1.0;2.0;1.0;11.0
13;0;1;4;13;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.0;--
14;0;1;8;14;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.0;--
15;1;0;8;9;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.0;--
16;0;1;16;15;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.0;--
17;1;0;16;10;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.0;--
18;0;0;4;3;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.0;--
19;0;0;0;1;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.0;--
20;1;0;4;8;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.0;--
